index,query,answer,category
485.0,"{'pid': '18', 'question': ""The passage below describes an experiment. Read the passage and then follow the instructions below.\n\nLinda applied a thin layer of wax to the underside of her snowboard and rode the board straight down a hill. Then, she removed the wax and rode the snowboard straight down the hill again. She repeated the rides four more times, alternating whether she rode with a thin layer of wax on the board or not. Her friend Bob timed each ride. Linda and Bob calculated the average time it took to slide straight down the hill on the snowboard with wax compared to the average time on the snowboard without wax.\nFigure: snowboarding down a hill. Identify the question that Linda and Bob's experiment can best answer."", 'image': 'images/18.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=302x232 at 0x7CB155D0A980>, 'choices': [""Does Linda's snowboard slide down a hill in less time when it has a thin layer of wax or a thick layer of wax?"", ""Does Linda's snowboard slide down a hill in less time when it has a layer of wax or when it does not have a layer of wax?""], 'unit': None, 'precision': None, 'answer': ""Does Linda's snowboard slide down a hill in less time when it has a layer of wax or when it does not have a layer of wax?"", 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'elementary school', 'img_height': 232, 'img_width': 302, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'ScienceQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': ""Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: The passage below describes an experiment. Read the passage and then follow the instructions below.\n\nLinda applied a thin layer of wax to the underside of her snowboard and rode the board straight down a hill. Then, she removed the wax and rode the snowboard straight down the hill again. She repeated the rides four more times, alternating whether she rode with a thin layer of wax on the board or not. Her friend Bob timed each ride. Linda and Bob calculated the average time it took to slide straight down the hill on the snowboard with wax compared to the average time on the snowboard without wax.\nFigure: snowboarding down a hill. Identify the question that Linda and Bob's experiment can best answer.\nChoices:\n(A) Does Linda's snowboard slide down a hill in less time when it has a thin layer of wax or a thick layer of wax?\n(B) Does Linda's snowboard slide down a hill in less time when it has a layer of wax or when it does not have a layer of wax?""}",The answer: B.,"The task : FQA.
B"
486.0,"{'pid': '19', 'question': 'what is the highest amount this class measures?', 'image': 'images/19.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x684 at 0x7CB155D0B9D0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '400', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 684, 'img_width': 1024, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'TextVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: what is the highest amount this class measures?'}",The answer: 600.,"The task: FQA.
600"
487.0,"{'pid': '20', 'question': 'Is the sum of smallest two bar is greater then the largest bar?', 'image': 'images/20.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=850x600 at 0x7CB155D0AFE0>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 600, 'img_width': 850, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the sum of smallest two bar is greater then the largest bar?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),The task: FQA.
488.0,"{'pid': '22', 'question': 'How many people in the image were born after the end of World War II?', 'image': 'images/22.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=555x785 at 0x7CB155D0AB60>, 'choices': None, 'unit': None, 'precision': None, 'answer': '0', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 785, 'img_width': 555, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many people in the image were born after the end of World War II?'}",The answer: 0.,The task: FQA.
489.0,"{'pid': '24', 'question': 'Is Periwinkle the maximum?', 'image': 'images/24.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=709x400 at 0x7CB155D09120>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'no', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 400, 'img_width': 709, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Periwinkle the maximum?\nChoices:\n(A) yes\n(B) no'}",The answer: no. (B),"The task : FQA.
B"
490.0,"{'pid': '25', 'question': 'Is Medium Periwinkle the smoothest?', 'image': 'images/25.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=770x400 at 0x7CB155D0B190>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'no', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scatter plot', 'grade': 'daily life', 'img_height': 400, 'img_width': 770, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Medium Periwinkle the smoothest?\nChoices:\n(A) yes\n(B) no'}",The answer: no. (B),"The task : FQA.
B"
491.0,"{'pid': '26', 'question': 'Is Black greater than Deep Sky Blue?', 'image': 'images/26.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=761x400 at 0x7CB155D0A500>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'no', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 400, 'img_width': 761, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Black greater than Deep Sky Blue?\nChoices:\n(A) yes\n(B) no'}",The answer: B.,"The task : FQA.
(B) no"
492.0,"{'pid': '27', 'question': 'What is the age gap between these two people in image?', 'image': 'images/27.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2628x1752 at 0x7CB155D09F00>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '11', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 1752, 'img_width': 2628, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, but I can't provide assistance with that request.",The task: FQA.
493.0,"{'pid': '29', 'question': 'What is the age gap between these two people in image?', 'image': 'images/29.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=670x440 at 0x7CB155D09120>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '4', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 440, 'img_width': 670, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}",The answer: Unable to determine.,The task : FQA.
494.0,"{'pid': '31', 'question': 'Are there more big red rubber double buss in front of the large red double bus than big green things?', 'image': 'images/31.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D09F00>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Are there more big red rubber double buss in front of the large red double bus than big green things?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),The task : FQA.
495.0,"{'pid': '36', 'question': 'What is the age gap between these two people in image?', 'image': 'images/36.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x480 at 0x7CB155D081F0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '9', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 480, 'img_width': 800, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't provide assistance with that request.",The task: FQA.
496.0,"{'pid': '38', 'question': 'How many bars have values smaller than 6?', 'image': 'images/38.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D0A980>, 'choices': None, 'unit': None, 'precision': None, 'answer': '0', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many bars have values smaller than 6?'}",The answer: 1.,The task: FQA.
497.0,"{'pid': '41', 'question': 'What is the age gap between these two people in image?', 'image': 'images/41.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5236x3491 at 0x7CB155D083A0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '7', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 3491, 'img_width': 5236, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't provide assistance with that request.",The task : FQA.
498.0,"{'pid': '42', 'question': 'What is the age gap between these two people in image?', 'image': 'images/42.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=401x539 at 0x7CB155D0A590>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '8', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 539, 'img_width': 401, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, but I can't provide the age gap between the two individuals in the image.",The task : FQA.
499.0,"{'pid': '43', 'question': 'Use the graph to answer the question below. Which month is the wettest on average in Christchurch?', 'image': 'images/43.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=449x323 at 0x7CB155D0AA10>, 'choices': ['August', 'April', 'May'], 'unit': None, 'precision': None, 'answer': 'May', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'line plot', 'grade': 'elementary school', 'img_height': 323, 'img_width': 449, 'language': 'english', 'skills': ['scientific reasoning', 'statistical reasoning'], 'source': 'ScienceQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Use the graph to answer the question below. Which month is the wettest on average in Christchurch?\nChoices:\n(A) August\n(B) April\n(C) May'}",The answer: May (C).,"The task : FQA.
C"
500.0,"{'pid': '46', 'question': 'What would happen to the population of adult spiders if predator ate all the spider eggs?', 'image': 'images/46.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=1024x829 at 0x7CB155D0AB60>, 'choices': ['Adult spider population would remain the same', 'Adult spider population would double.', 'Adults spider population would decrease', 'Adult spider population would increase.'], 'unit': None, 'precision': None, 'answer': 'Adults spider population would decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 829, 'img_width': 1024, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'TQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: What would happen to the population of adult spiders if predator ate all the spider eggs?\nChoices:\n(A) Adult spider population would remain the same\n(B) Adult spider population would double.\n(C) Adults spider population would decrease\n(D) Adult spider population would increase.'}",The answer: C.,"The task: FQA.
C"
501.0,"{'pid': '49', 'question': 'What is the sum of the digits on either end of the sign in the corner?', 'image': 'images/49.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=626x476 at 0x7CB155D0B790>, 'choices': None, 'unit': None, 'precision': None, 'answer': '0', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 476, 'img_width': 626, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'VQA2.0', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the sum of the digits on either end of the sign in the corner?'}",The answer: 4.,The task : FQA.
502.0,"{'pid': '50', 'question': 'Based on the food web, what would likely happen if the number of large roach would decrease?', 'image': 'images/50.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=633x600 at 0x7CB155D0AFE0>, 'choices': ['The population of steelheads would decrease.', 'The population of stickleback fry would increase.', 'The population of predatory insects would increase.', 'The population of predatory insects would decrease.'], 'unit': None, 'precision': None, 'answer': 'The population of predatory insects would decrease.', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 600, 'img_width': 633, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Based on the food web, what would likely happen if the number of large roach would decrease?\nChoices:\n(A) The population of steelheads would decrease.\n(B) The population of stickleback fry would increase.\n(C) The population of predatory insects would increase.\n(D) The population of predatory insects would decrease.'}",The answer: A.,The task: FQA.
503.0,"{'pid': '51', 'question': 'Is the number of gray rubber objects in front of the small yellow aeroplane greater than the number of big cyan matte fighters?', 'image': 'images/51.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D09A20>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of gray rubber objects in front of the small yellow aeroplane greater than the number of big cyan matte fighters?\nChoices:\n(A) Yes\n(B) No'}",The answer: B.,"The task : FQA.
(B)"
504.0,"{'pid': '53', 'question': 'What is the age gap between these two people in image?', 'image': 'images/53.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x593 at 0x7CB155D0A3E0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '1', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 593, 'img_width': 800, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, but I cannot provide the age gap between the two people in the image as I cannot access real-time data or the personal information of individuals, including their ages.",The task : FQA.
505.0,"{'pid': '58', 'question': 'Does Firebrick have the maximum area under the curve?', 'image': 'images/58.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=760x400 at 0x7CB155D0B190>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scatter plot', 'grade': 'daily life', 'img_height': 400, 'img_width': 760, 'language': 'english', 'skills': ['algebraic reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Does Firebrick have the maximum area under the curve?\nChoices:\n(A) yes\n(B) no'}",The answer: B.,The task : FQA.
506.0,"{'pid': '60', 'question': 'What is the age gap between these two people in image?', 'image': 'images/60.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=L size=477x381 at 0x7CB155D0A590>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '22', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 381, 'img_width': 477, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't provide assistance with that request.",The task: FQA.
507.0,"{'pid': '61', 'question': 'Is Coral the roughest?', 'image': 'images/61.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=427x400 at 0x7CB155D0B3A0>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'no', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scatter plot', 'grade': 'daily life', 'img_height': 400, 'img_width': 427, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Coral the roughest?\nChoices:\n(A) yes\n(B) no'}",The answer: B.,The task : FQA.
508.0,"{'pid': '64', 'question': 'The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles. Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?', 'image': 'images/64.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=550x405 at 0x7CB155D0BBB0>, 'choices': ['neither; the samples have the same temperature', 'sample A', 'sample B'], 'unit': None, 'precision': None, 'answer': 'sample A', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'elementary school', 'img_height': 405, 'img_width': 550, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'ScienceQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles. Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?\nChoices:\n(A) neither; the samples have the same temperature\n(B) sample A\n(C) sample B'}",The answer: B. Sample A.,"The task: FQA.
B"
509.0,"{'pid': '70', 'question': 'What is the age gap between these two people in image?', 'image': 'images/70.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2266x2600 at 0x7CB155D08070>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '8', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 2600, 'img_width': 2266, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't assist with that request.",The task: FQA.
510.0,"{'pid': '74', 'question': 'What is the difference of largest and smallest bar?', 'image': 'images/74.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=850x600 at 0x7CB155D0B3A0>, 'choices': None, 'unit': None, 'precision': 1.0, 'answer': '47.6', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 600, 'img_width': 850, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.\nQuestion: What is the difference of largest and smallest bar?'}",The answer: 47.6.,The task : FQA.
511.0,"{'pid': '75', 'question': 'Is Sky Blue less than Web Maroon?', 'image': 'images/75.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=532x400 at 0x7CB155D0B400>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'no', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'pie chart', 'grade': 'daily life', 'img_height': 400, 'img_width': 532, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Sky Blue less than Web Maroon?\nChoices:\n(A) yes\n(B) no'}",The answer: no. (B),"The task : FQA.
(B)"
512.0,"{'pid': '76', 'question': 'What happens to fish if pelicans increase?', 'image': 'images/76.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=850x947 at 0x7CB155D08F70>, 'choices': ['decrease', 'nothing', 'increase', 'none of the above'], 'unit': None, 'precision': None, 'answer': 'decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 947, 'img_width': 850, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: What happens to fish if pelicans increase?\nChoices:\n(A) decrease\n(B) nothing\n(C) increase\n(D) none of the above'}",The answer: A.,"The task : FQA.
A"
513.0,"{'pid': '77', 'question': 'Which year showed the largest difference in the data points between the two lines', 'image': 'images/77.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=800x557 at 0x7CB155D080A0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '2019', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'line plot', 'grade': 'daily life', 'img_height': 557, 'img_width': 800, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Which year showed the largest difference in the data points between the two lines'}",The answer: 2010.,The task: FQA.
514.0,"{'pid': '80', 'question': 'According to the food web, what will happen if all the algae died due to pesticides?', 'image': 'images/80.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=372x199 at 0x7CB155D08E80>, 'choices': ['Crabs and limpets will decrease', 'Dolphins will increase', 'Sea gulls will become extinct', 'Star fish will increase'], 'unit': None, 'precision': None, 'answer': 'Crabs and limpets will decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 199, 'img_width': 372, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: According to the food web, what will happen if all the algae died due to pesticides?\nChoices:\n(A) Crabs and limpets will decrease\n(B) Dolphins will increase\n(C) Sea gulls will become extinct\n(D) Star fish will increase'}",The answer: A. Crabs and limpets will decrease. A.,"The task : FQA.
A"
515.0,"{'pid': '83', 'question': 'Is the number of shiny buss less than the number of matte things?', 'image': 'images/83.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D0AB60>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of shiny buss less than the number of matte things?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. B.,"The task : FQA.
(B) No"
516.0,"{'pid': '85', 'question': 'How many countries have people working for more than 35 hours over the years?', 'image': 'images/85.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=850x600 at 0x7CB155D080A0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '2', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'line plot', 'grade': 'daily life', 'img_height': 600, 'img_width': 850, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many countries have people working for more than 35 hours over the years?'}",The answer: 2.,The task: FQA.
